Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,657124,-,-,-,29.41,-98.5,-6,201,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI
2018,1,1,0,30,0,0,0
2018,1,1,1,30,0,0,0
2018,1,1,2,30,0,0,0
2018,1,1,3,30,0,0,0
2018,1,1,4,30,0,0,0
2018,1,1,5,30,0,0,0
2018,1,1,6,30,0,0,0
2018,1,1,7,30,2,2,0
2018,1,1,8,30,36,36,0
2018,1,1,9,30,84,82,6
2018,1,1,10,30,87,87,0
2018,1,1,11,30,213,204,15
2018,1,1,12,30,176,173,5
2018,1,1,13,30,95,95,0
2018,1,1,14,30,263,222,79
2018,1,1,15,30,187,149,97
2018,1,1,16,30,35,35,0
2018,1,1,17,30,5,5,0
2018,1,1,18,30,0,0,0
2018,1,1,19,30,0,0,0
2018,1,1,20,30,0,0,0
2018,1,1,21,30,0,0,0
2018,1,1,22,30,0,0,0
2018,1,1,23,30,0,0,0
2018,1,2,0,30,0,0,0
2018,1,2,1,30,0,0,0
2018,1,2,2,30,0,0,0
2018,1,2,3,30,0,0,0
2018,1,2,4,30,0,0,0
2018,1,2,5,30,0,0,0
2018,1,2,6,30,0,0,0
2018,1,2,7,30,6,6,42
2018,1,2,8,30,123,54,367
2018,1,2,9,30,122,120,5
2018,1,2,10,30,157,156,3
2018,1,2,11,30,216,207,15
2018,1,2,12,30,233,222,18
2018,1,2,13,30,204,198,10
2018,1,2,14,30,172,168,7
2018,1,2,15,30,130,118,31
2018,1,2,16,30,84,79,23
2018,1,2,17,30,29,22,133
2018,1,2,18,30,0,0,0
2018,1,2,19,30,0,0,0
2018,1,2,20,30,0,0,0
2018,1,2,21,30,0,0,0
2018,1,2,22,30,0,0,0
2018,1,2,23,30,0,0,0
2018,1,3,0,30,0,0,0
2018,1,3,1,30,0,0,0
2018,1,3,2,30,0,0,0
2018,1,3,3,30,0,0,0
2018,1,3,4,30,0,0,0
2018,1,3,5,30,0,0,0
2018,1,3,6,30,0,0,0
2018,1,3,7,30,8,8,100
2018,1,3,8,30,164,42,654
2018,1,3,9,30,374,52,903
2018,1,3,10,30,534,58,971
2018,1,3,11,30,641,62,1002
2018,1,3,12,30,683,64,1010
2018,1,3,13,30,655,64,996
2018,1,3,14,30,564,62,964
2018,1,3,15,30,415,57,896
2018,1,3,16,30,226,45,757
2018,1,3,17,30,39,22,337
2018,1,3,18,30,0,0,0
2018,1,3,19,30,0,0,0
2018,1,3,20,30,0,0,0
2018,1,3,21,30,0,0,0
2018,1,3,22,30,0,0,0
2018,1,3,23,30,0,0,0
2018,1,4,0,30,0,0,0
2018,1,4,1,30,0,0,0
2018,1,4,2,30,0,0,0
2018,1,4,3,30,0,0,0
2018,1,4,4,30,0,0,0
2018,1,4,5,30,0,0,0
2018,1,4,6,30,0,0,0
2018,1,4,7,30,7,7,87
2018,1,4,8,30,163,41,656
2018,1,4,9,30,358,54,851
2018,1,4,10,30,483,96,788
2018,1,4,11,30,596,99,859
2018,1,4,12,30,638,104,869
2018,1,4,13,30,436,261,294
2018,1,4,14,30,269,218,97
2018,1,4,15,30,177,160,43
2018,1,4,16,30,161,82,329
2018,1,4,17,30,27,21,111
2018,1,4,18,30,0,0,0
2018,1,4,19,30,0,0,0
2018,1,4,20,30,0,0,0
2018,1,4,21,30,0,0,0
2018,1,4,22,30,0,0,0
2018,1,4,23,30,0,0,0
2018,1,5,0,30,0,0,0
2018,1,5,1,30,0,0,0
2018,1,5,2,30,0,0,0
2018,1,5,3,30,0,0,0
2018,1,5,4,30,0,0,0
2018,1,5,5,30,0,0,0
2018,1,5,6,30,0,0,0
2018,1,5,7,30,3,3,6
2018,1,5,8,30,64,59,28
2018,1,5,9,30,104,103,4
2018,1,5,10,30,183,175,17
2018,1,5,11,30,294,251,75
2018,1,5,12,30,574,175,648
2018,1,5,13,30,641,74,949
2018,1,5,14,30,553,70,920
2018,1,5,15,30,407,62,852
2018,1,5,16,30,222,49,708
2018,1,5,17,30,38,23,272
2018,1,5,18,30,0,0,0
2018,1,5,19,30,0,0,0
2018,1,5,20,30,0,0,0
2018,1,5,21,30,0,0,0
2018,1,5,22,30,0,0,0
2018,1,5,23,30,0,0,0
2018,1,6,0,30,0,0,0
2018,1,6,1,30,0,0,0
2018,1,6,2,30,0,0,0
2018,1,6,3,30,0,0,0
2018,1,6,4,30,0,0,0
2018,1,6,5,30,0,0,0
2018,1,6,6,30,0,0,0
2018,1,6,7,30,6,6,46
2018,1,6,8,30,152,52,539
2018,1,6,9,30,68,68,0
2018,1,6,10,30,152,152,0
2018,1,6,11,30,208,200,13
2018,1,6,12,30,261,243,29
2018,1,6,13,30,451,170,469
2018,1,6,14,30,502,124,716
2018,1,6,15,30,263,160,254
2018,1,6,16,30,170,80,363
2018,1,6,17,30,31,23,139
2018,1,6,18,30,0,0,0
2018,1,6,19,30,0,0,0
2018,1,6,20,30,0,0,0
2018,1,6,21,30,0,0,0
2018,1,6,22,30,0,0,0
2018,1,6,23,30,0,0,0
2018,1,7,0,30,0,0,0
2018,1,7,1,30,0,0,0
2018,1,7,2,30,0,0,0
2018,1,7,3,30,0,0,0
2018,1,7,4,30,0,0,0
2018,1,7,5,30,0,0,0
2018,1,7,6,30,0,0,0
2018,1,7,7,30,1,1,0
2018,1,7,8,30,7,7,0
2018,1,7,9,30,37,37,0
2018,1,7,10,30,194,183,22
2018,1,7,11,30,89,89,0
2018,1,7,12,30,135,134,2
2018,1,7,13,30,141,137,7
2018,1,7,14,30,84,84,0
2018,1,7,15,30,79,79,1
2018,1,7,16,30,27,27,0
2018,1,7,17,30,6,6,0
2018,1,7,18,30,0,0,0
2018,1,7,19,30,0,0,0
2018,1,7,20,30,0,0,0
2018,1,7,21,30,0,0,0
2018,1,7,22,30,0,0,0
2018,1,7,23,30,0,0,0
2018,1,8,0,30,0,0,0
2018,1,8,1,30,0,0,0
2018,1,8,2,30,0,0,0
2018,1,8,3,30,0,0,0
2018,1,8,4,30,0,0,0
2018,1,8,5,30,0,0,0
2018,1,8,6,30,0,0,0
2018,1,8,7,30,6,6,68
2018,1,8,8,30,135,41,502
2018,1,8,9,30,360,52,860
2018,1,8,10,30,523,59,940
2018,1,8,11,30,632,63,975
2018,1,8,12,30,679,66,987
2018,1,8,13,30,657,64,983
2018,1,8,14,30,569,62,952
2018,1,8,15,30,423,59,883
2018,1,8,16,30,235,46,748
2018,1,8,17,30,46,24,350
2018,1,8,18,30,0,0,0
2018,1,8,19,30,0,0,0
2018,1,8,20,30,0,0,0
2018,1,8,21,30,0,0,0
2018,1,8,22,30,0,0,0
2018,1,8,23,30,0,0,0
2018,1,9,0,30,0,0,0
2018,1,9,1,30,0,0,0
2018,1,9,2,30,0,0,0
2018,1,9,3,30,0,0,0
2018,1,9,4,30,0,0,0
2018,1,9,5,30,0,0,0
2018,1,9,6,30,0,0,0
2018,1,9,7,30,4,4,26
2018,1,9,8,30,159,44,615
2018,1,9,9,30,356,60,824
2018,1,9,10,30,521,70,910
2018,1,9,11,30,632,76,951
2018,1,9,12,30,679,78,965
2018,1,9,13,30,657,77,958
2018,1,9,14,30,569,72,929
2018,1,9,15,30,419,66,851
2018,1,9,16,30,217,61,613
2018,1,9,17,30,41,25,235
2018,1,9,18,30,0,0,0
2018,1,9,19,30,0,0,0
2018,1,9,20,30,0,0,0
2018,1,9,21,30,0,0,0
2018,1,9,22,30,0,0,0
2018,1,9,23,30,0,0,0
2018,1,10,0,30,0,0,0
2018,1,10,1,30,0,0,0
2018,1,10,2,30,0,0,0
2018,1,10,3,30,0,0,0
2018,1,10,4,30,0,0,0
2018,1,10,5,30,0,0,0
2018,1,10,6,30,0,0,0
2018,1,10,7,30,3,3,6
2018,1,10,8,30,69,53,85
2018,1,10,9,30,114,113,2
2018,1,10,10,30,171,159,25
2018,1,10,11,30,225,214,18
2018,1,10,12,30,424,283,225
2018,1,10,13,30,534,203,544
2018,1,10,14,30,507,128,705
2018,1,10,15,30,376,96,671
2018,1,10,16,30,218,60,613
2018,1,10,17,30,43,27,233
2018,1,10,18,30,0,0,0
2018,1,10,19,30,0,0,0
2018,1,10,20,30,0,0,0
2018,1,10,21,30,0,0,0
2018,1,10,22,30,0,0,0
2018,1,10,23,30,0,0,0
2018,1,11,0,30,0,0,0
2018,1,11,1,30,0,0,0
2018,1,11,2,30,0,0,0
2018,1,11,3,30,0,0,0
2018,1,11,4,30,0,0,0
2018,1,11,5,30,0,0,0
2018,1,11,6,30,0,0,0
2018,1,11,7,30,6,6,64
2018,1,11,8,30,145,48,519
2018,1,11,9,30,161,126,97
2018,1,11,10,30,206,189,34
2018,1,11,11,30,587,98,831
2018,1,11,12,30,660,86,915
2018,1,11,13,30,638,89,900
2018,1,11,14,30,453,180,506
2018,1,11,15,30,408,84,771
2018,1,11,16,30,230,60,654
2018,1,11,17,30,50,28,304
2018,1,11,18,30,0,0,0
2018,1,11,19,30,0,0,0
2018,1,11,20,30,0,0,0
2018,1,11,21,30,0,0,0
2018,1,11,22,30,0,0,0
2018,1,11,23,30,0,0,0
2018,1,12,0,30,0,0,0
2018,1,12,1,30,0,0,0
2018,1,12,2,30,0,0,0
2018,1,12,3,30,0,0,0
2018,1,12,4,30,0,0,0
2018,1,12,5,30,0,0,0
2018,1,12,6,30,0,0,0
2018,1,12,7,30,7,7,90
2018,1,12,8,30,145,55,480
2018,1,12,9,30,371,49,890
2018,1,12,10,30,536,56,962
2018,1,12,11,30,650,61,999
2018,1,12,12,30,700,64,1012
2018,1,12,13,30,680,63,1007
2018,1,12,14,30,592,60,980
2018,1,12,15,30,444,54,921
2018,1,12,16,30,254,44,797
2018,1,12,17,30,59,25,458
2018,1,12,18,30,0,0,0
2018,1,12,19,30,0,0,0
2018,1,12,20,30,0,0,0
2018,1,12,21,30,0,0,0
2018,1,12,22,30,0,0,0
2018,1,12,23,30,0,0,0
2018,1,13,0,30,0,0,0
2018,1,13,1,30,0,0,0
2018,1,13,2,30,0,0,0
2018,1,13,3,30,0,0,0
2018,1,13,4,30,0,0,0
2018,1,13,5,30,0,0,0
2018,1,13,6,30,0,0,0
2018,1,13,7,30,5,5,59
2018,1,13,8,30,160,45,609
2018,1,13,9,30,366,53,864
2018,1,13,10,30,534,62,944
2018,1,13,11,30,648,69,979
2018,1,13,12,30,698,74,988
2018,1,13,13,30,678,74,982
2018,1,13,14,30,589,74,944
2018,1,13,15,30,440,70,868
2018,1,13,16,30,251,57,729
2018,1,13,17,30,57,28,366
2018,1,13,18,30,0,0,0
2018,1,13,19,30,0,0,0
2018,1,13,20,30,0,0,0
2018,1,13,21,30,0,0,0
2018,1,13,22,30,0,0,0
2018,1,13,23,30,0,0,0
2018,1,14,0,30,0,0,0
2018,1,14,1,30,0,0,0
2018,1,14,2,30,0,0,0
2018,1,14,3,30,0,0,0
2018,1,14,4,30,0,0,0
2018,1,14,5,30,0,0,0
2018,1,14,6,30,0,0,0
2018,1,14,7,30,7,7,60
2018,1,14,8,30,162,47,607
2018,1,14,9,30,360,67,806
2018,1,14,10,30,526,79,892
2018,1,14,11,30,638,80,939
2018,1,14,12,30,688,77,964
2018,1,14,13,30,668,76,958
2018,1,14,14,30,580,72,927
2018,1,14,15,30,436,65,865
2018,1,14,16,30,250,52,735
2018,1,14,17,30,59,27,394
2018,1,14,18,30,0,0,0
2018,1,14,19,30,0,0,0
2018,1,14,20,30,0,0,0
2018,1,14,21,30,0,0,0
2018,1,14,22,30,0,0,0
2018,1,14,23,30,0,0,0
2018,1,15,0,30,0,0,0
2018,1,15,1,30,0,0,0
2018,1,15,2,30,0,0,0
2018,1,15,3,30,0,0,0
2018,1,15,4,30,0,0,0
2018,1,15,5,30,0,0,0
2018,1,15,6,30,0,0,0
2018,1,15,7,30,6,6,50
2018,1,15,8,30,156,50,560
2018,1,15,9,30,219,72,402
2018,1,15,10,30,341,195,290
2018,1,15,11,30,438,231,347
2018,1,15,12,30,322,269,84
2018,1,15,13,30,412,223,305
2018,1,15,14,30,417,174,440
2018,1,15,15,30,199,167,73
2018,1,15,16,30,177,84,342
2018,1,15,17,30,56,32,282
2018,1,15,18,30,0,0,0
2018,1,15,19,30,0,0,0
2018,1,15,20,30,0,0,0
2018,1,15,21,30,0,0,0
2018,1,15,22,30,0,0,0
2018,1,15,23,30,0,0,0
2018,1,16,0,30,0,0,0
2018,1,16,1,30,0,0,0
2018,1,16,2,30,0,0,0
2018,1,16,3,30,0,0,0
2018,1,16,4,30,0,0,0
2018,1,16,5,30,0,0,0
2018,1,16,6,30,0,0,0
2018,1,16,7,30,2,2,0
2018,1,16,8,30,40,40,0
2018,1,16,9,30,50,50,0
2018,1,16,10,30,100,99,1
2018,1,16,11,30,156,152,7
2018,1,16,12,30,211,204,11
2018,1,16,13,30,276,251,40
2018,1,16,14,30,194,188,11
2018,1,16,15,30,168,158,24
2018,1,16,16,30,159,77,298
2018,1,16,17,30,36,27,99
2018,1,16,18,30,0,0,0
2018,1,16,19,30,0,0,0
2018,1,16,20,30,0,0,0
2018,1,16,21,30,0,0,0
2018,1,16,22,30,0,0,0
2018,1,16,23,30,0,0,0
2018,1,17,0,30,0,0,0
2018,1,17,1,30,0,0,0
2018,1,17,2,30,0,0,0
2018,1,17,3,30,0,0,0
2018,1,17,4,30,0,0,0
2018,1,17,5,30,0,0,0
2018,1,17,6,30,0,0,0
2018,1,17,7,30,4,4,20
2018,1,17,8,30,156,53,535
2018,1,17,9,30,356,68,783
2018,1,17,10,30,480,117,716
2018,1,17,11,30,529,195,557
2018,1,17,12,30,451,299,237
2018,1,17,13,30,367,293,118
2018,1,17,14,30,301,251,90
2018,1,17,15,30,178,167,25
2018,1,17,16,30,89,85,13
2018,1,17,17,30,24,20,44
2018,1,17,18,30,0,0,0
2018,1,17,19,30,0,0,0
2018,1,17,20,30,0,0,0
2018,1,17,21,30,0,0,0
2018,1,17,22,30,0,0,0
2018,1,17,23,30,0,0,0
2018,1,18,0,30,0,0,0
2018,1,18,1,30,0,0,0
2018,1,18,2,30,0,0,0
2018,1,18,3,30,0,0,0
2018,1,18,4,30,0,0,0
2018,1,18,5,30,0,0,0
2018,1,18,6,30,0,0,0
2018,1,18,7,30,7,7,44
2018,1,18,8,30,156,54,530
2018,1,18,9,30,173,146,72
2018,1,18,10,30,262,221,81
2018,1,18,11,30,420,278,236
2018,1,18,12,30,561,215,538
2018,1,18,13,30,368,290,124
2018,1,18,14,30,382,243,248
2018,1,18,15,30,247,163,189
2018,1,18,16,30,87,81,22
2018,1,18,17,30,24,24,1
2018,1,18,18,30,0,0,0
2018,1,18,19,30,0,0,0
2018,1,18,20,30,0,0,0
2018,1,18,21,30,0,0,0
2018,1,18,22,30,0,0,0
2018,1,18,23,30,0,0,0
2018,1,19,0,30,0,0,0
2018,1,19,1,30,0,0,0
2018,1,19,2,30,0,0,0
2018,1,19,3,30,0,0,0
2018,1,19,4,30,0,0,0
2018,1,19,5,30,0,0,0
2018,1,19,6,30,0,0,0
2018,1,19,7,30,7,7,43
2018,1,19,8,30,155,54,522
2018,1,19,9,30,83,83,0
2018,1,19,10,30,98,98,0
2018,1,19,11,30,145,144,1
2018,1,19,12,30,180,177,4
2018,1,19,13,30,185,182,4
2018,1,19,14,30,138,138,0
2018,1,19,15,30,83,83,0
2018,1,19,16,30,125,53,254
2018,1,19,17,30,64,37,287
2018,1,19,18,30,0,0,0
2018,1,19,19,30,0,0,0
2018,1,19,20,30,0,0,0
2018,1,19,21,30,0,0,0
2018,1,19,22,30,0,0,0
2018,1,19,23,30,0,0,0
2018,1,20,0,30,0,0,0
2018,1,20,1,30,0,0,0
2018,1,20,2,30,0,0,0
2018,1,20,3,30,0,0,0
2018,1,20,4,30,0,0,0
2018,1,20,5,30,0,0,0
2018,1,20,6,30,0,0,0
2018,1,20,7,30,8,8,64
2018,1,20,8,30,167,49,604
2018,1,20,9,30,94,94,0
2018,1,20,10,30,174,171,6
2018,1,20,11,30,225,216,15
2018,1,20,12,30,269,252,26
2018,1,20,13,30,242,231,18
2018,1,20,14,30,342,229,199
2018,1,20,15,30,209,184,56
2018,1,20,16,30,121,67,186
2018,1,20,17,30,71,36,359
2018,1,20,18,30,0,0,0
2018,1,20,19,30,0,0,0
2018,1,20,20,30,0,0,0
2018,1,20,21,30,0,0,0
2018,1,20,22,30,0,0,0
2018,1,20,23,30,0,0,0
2018,1,21,0,30,0,0,0
2018,1,21,1,30,0,0,0
2018,1,21,2,30,0,0,0
2018,1,21,3,30,0,0,0
2018,1,21,4,30,0,0,0
2018,1,21,5,30,0,0,0
2018,1,21,6,30,0,0,0
2018,1,21,7,30,1,1,0
2018,1,21,8,30,7,7,0
2018,1,21,9,30,24,24,0
2018,1,21,10,30,47,47,0
2018,1,21,11,30,82,82,0
2018,1,21,12,30,100,99,1
2018,1,21,13,30,220,207,20
2018,1,21,14,30,224,204,35
2018,1,21,15,30,268,154,252
2018,1,21,16,30,222,79,489
2018,1,21,17,30,69,33,354
2018,1,21,18,30,0,0,0
2018,1,21,19,30,0,0,0
2018,1,21,20,30,0,0,0
2018,1,21,21,30,0,0,0
2018,1,21,22,30,0,0,0
2018,1,21,23,30,0,0,0
2018,1,22,0,30,0,0,0
2018,1,22,1,30,0,0,0
2018,1,22,2,30,0,0,0
2018,1,22,3,30,0,0,0
2018,1,22,4,30,0,0,0
2018,1,22,5,30,0,0,0
2018,1,22,6,30,0,0,0
2018,1,22,7,30,11,11,125
2018,1,22,8,30,179,41,697
2018,1,22,9,30,385,55,879
2018,1,22,10,30,559,62,960
2018,1,22,11,30,678,66,999
2018,1,22,12,30,732,67,1015
2018,1,22,13,30,717,66,1015
2018,1,22,14,30,634,64,993
2018,1,22,15,30,486,61,934
2018,1,22,16,30,292,51,818
2018,1,22,17,30,85,30,521
2018,1,22,18,30,0,0,0
2018,1,22,19,30,0,0,0
2018,1,22,20,30,0,0,0
2018,1,22,21,30,0,0,0
2018,1,22,22,30,0,0,0
2018,1,22,23,30,0,0,0
2018,1,23,0,30,0,0,0
2018,1,23,1,30,0,0,0
2018,1,23,2,30,0,0,0
2018,1,23,3,30,0,0,0
2018,1,23,4,30,0,0,0
2018,1,23,5,30,0,0,0
2018,1,23,6,30,0,0,0
2018,1,23,7,30,9,9,87
2018,1,23,8,30,126,63,316
2018,1,23,9,30,386,56,874
2018,1,23,10,30,522,94,824
2018,1,23,11,30,615,131,787
2018,1,23,12,30,579,229,532
2018,1,23,13,30,547,244,470
2018,1,23,14,30,492,201,505
2018,1,23,15,30,425,102,704
2018,1,23,16,30,266,61,687
2018,1,23,17,30,73,35,355
2018,1,23,18,30,0,0,0
2018,1,23,19,30,0,0,0
2018,1,23,20,30,0,0,0
2018,1,23,21,30,0,0,0
2018,1,23,22,30,0,0,0
2018,1,23,23,30,0,0,0
2018,1,24,0,30,0,0,0
2018,1,24,1,30,0,0,0
2018,1,24,2,30,0,0,0
2018,1,24,3,30,0,0,0
2018,1,24,4,30,0,0,0
2018,1,24,5,30,0,0,0
2018,1,24,6,30,0,0,0
2018,1,24,7,30,11,10,117
2018,1,24,8,30,180,44,676
2018,1,24,9,30,387,60,860
2018,1,24,10,30,561,69,942
2018,1,24,11,30,681,74,982
2018,1,24,12,30,726,85,969
2018,1,24,13,30,719,75,993
2018,1,24,14,30,634,73,966
2018,1,24,15,30,487,67,909
2018,1,24,16,30,296,54,802
2018,1,24,17,30,90,33,512
2018,1,24,18,30,0,0,0
2018,1,24,19,30,0,0,0
2018,1,24,20,30,0,0,0
2018,1,24,21,30,0,0,0
2018,1,24,22,30,0,0,0
2018,1,24,23,30,0,0,0
2018,1,25,0,30,0,0,0
2018,1,25,1,30,0,0,0
2018,1,25,2,30,0,0,0
2018,1,25,3,30,0,0,0
2018,1,25,4,30,0,0,0
2018,1,25,5,30,0,0,0
2018,1,25,6,30,0,0,0
2018,1,25,7,30,5,5,39
2018,1,25,8,30,149,56,458
2018,1,25,9,30,278,134,376
2018,1,25,10,30,432,177,487
2018,1,25,11,30,306,269,59
2018,1,25,12,30,316,274,63
2018,1,25,13,30,152,150,3
2018,1,25,14,30,184,179,9
2018,1,25,15,30,197,177,44
2018,1,25,16,30,49,49,0
2018,1,25,17,30,9,9,0
2018,1,25,18,30,0,0,0
2018,1,25,19,30,0,0,0
2018,1,25,20,30,0,0,0
2018,1,25,21,30,0,0,0
2018,1,25,22,30,0,0,0
2018,1,25,23,30,0,0,0
2018,1,26,0,30,0,0,0
2018,1,26,1,30,0,0,0
2018,1,26,2,30,0,0,0
2018,1,26,3,30,0,0,0
2018,1,26,4,30,0,0,0
2018,1,26,5,30,0,0,0
2018,1,26,6,30,0,0,0
2018,1,26,7,30,1,1,4
2018,1,26,8,30,39,18,105
2018,1,26,9,30,32,32,0
2018,1,26,10,30,41,41,0
2018,1,26,11,30,155,153,3
2018,1,26,12,30,120,120,0
2018,1,26,13,30,139,138,1
2018,1,26,14,30,145,144,1
2018,1,26,15,30,91,91,1
2018,1,26,16,30,136,105,101
2018,1,26,17,30,11,11,0
2018,1,26,18,30,0,0,0
2018,1,26,19,30,0,0,0
2018,1,26,20,30,0,0,0
2018,1,26,21,30,0,0,0
2018,1,26,22,30,0,0,0
2018,1,26,23,30,0,0,0
2018,1,27,0,30,0,0,0
2018,1,27,1,30,0,0,0
2018,1,27,2,30,0,0,0
2018,1,27,3,30,0,0,0
2018,1,27,4,30,0,0,0
2018,1,27,5,30,0,0,0
2018,1,27,6,30,0,0,0
2018,1,27,7,30,9,8,65
2018,1,27,8,30,130,54,369
2018,1,27,9,30,45,45,0
2018,1,27,10,30,279,230,92
2018,1,27,11,30,331,254,123
2018,1,27,12,30,276,227,73
2018,1,27,13,30,236,193,65
2018,1,27,14,30,353,247,179
2018,1,27,15,30,202,178,51
2018,1,27,16,30,186,112,239
2018,1,27,17,30,86,39,395
2018,1,27,18,30,0,0,0
2018,1,27,19,30,0,0,0
2018,1,27,20,30,0,0,0
2018,1,27,21,30,0,0,0
2018,1,27,22,30,0,0,0
2018,1,27,23,30,0,0,0
2018,1,28,0,30,0,0,0
2018,1,28,1,30,0,0,0
2018,1,28,2,30,0,0,0
2018,1,28,3,30,0,0,0
2018,1,28,4,30,0,0,0
2018,1,28,5,30,0,0,0
2018,1,28,6,30,0,0,0
2018,1,28,7,30,7,7,16
2018,1,28,8,30,131,75,268
2018,1,28,9,30,376,75,773
2018,1,28,10,30,549,86,870
2018,1,28,11,30,646,119,837
2018,1,28,12,30,704,116,873
2018,1,28,13,30,717,83,958
2018,1,28,14,30,634,78,935
2018,1,28,15,30,490,71,880
2018,1,28,16,30,300,59,766
2018,1,28,17,30,96,36,486
2018,1,28,18,30,0,0,0
2018,1,28,19,30,0,0,0
2018,1,28,20,30,0,0,0
2018,1,28,21,30,0,0,0
2018,1,28,22,30,0,0,0
2018,1,28,23,30,0,0,0
2018,1,29,0,30,0,0,0
2018,1,29,1,30,0,0,0
2018,1,29,2,30,0,0,0
2018,1,29,3,30,0,0,0
2018,1,29,4,30,0,0,0
2018,1,29,5,30,0,0,0
2018,1,29,6,30,0,0,0
2018,1,29,7,30,14,12,157
2018,1,29,8,30,193,38,733
2018,1,29,9,30,403,52,897
2018,1,29,10,30,577,59,967
2018,1,29,11,30,698,66,999
2018,1,29,12,30,754,70,1010
2018,1,29,13,30,736,70,1001
2018,1,29,14,30,651,70,972
2018,1,29,15,30,504,68,910
2018,1,29,16,30,311,57,797
2018,1,29,17,30,102,36,521
2018,1,29,18,30,0,0,0
2018,1,29,19,30,0,0,0
2018,1,29,20,30,0,0,0
2018,1,29,21,30,0,0,0
2018,1,29,22,30,0,0,0
2018,1,29,23,30,0,0,0
2018,1,30,0,30,0,0,0
2018,1,30,1,30,0,0,0
2018,1,30,2,30,0,0,0
2018,1,30,3,30,0,0,0
2018,1,30,4,30,0,0,0
2018,1,30,5,30,0,0,0
2018,1,30,6,30,0,0,0
2018,1,30,7,30,9,8,44
2018,1,30,8,30,189,50,650
2018,1,30,9,30,396,69,830
2018,1,30,10,30,493,142,651
2018,1,30,11,30,573,197,591
2018,1,30,12,30,589,256,489
2018,1,30,13,30,589,234,531
2018,1,30,14,30,493,236,428
2018,1,30,15,30,392,167,466
2018,1,30,16,30,265,81,572
2018,1,30,17,30,107,36,551
2018,1,30,18,30,0,0,0
2018,1,30,19,30,0,0,0
2018,1,30,20,30,0,0,0
2018,1,30,21,30,0,0,0
2018,1,30,22,30,0,0,0
2018,1,30,23,30,0,0,0
2018,1,31,0,30,0,0,0
2018,1,31,1,30,0,0,0
2018,1,31,2,30,0,0,0
2018,1,31,3,30,0,0,0
2018,1,31,4,30,0,0,0
2018,1,31,5,30,0,0,0
2018,1,31,6,30,0,0,0
2018,1,31,7,30,7,7,10
2018,1,31,8,30,134,72,288
2018,1,31,9,30,393,68,819
2018,1,31,10,30,567,74,911
2018,1,31,11,30,624,149,742
2018,1,31,12,30,739,80,963
2018,1,31,13,30,723,79,958
2018,1,31,14,30,639,77,928
2018,1,31,15,30,494,72,866
2018,1,31,16,30,306,59,759
2018,1,31,17,30,88,45,323
2018,1,31,18,30,0,0,0
2018,1,31,19,30,0,0,0
2018,1,31,20,30,0,0,0
2018,1,31,21,30,0,0,0
2018,1,31,22,30,0,0,0
2018,1,31,23,30,0,0,0
2018,2,1,0,30,0,0,0
2018,2,1,1,30,0,0,0
2018,2,1,2,30,0,0,0
2018,2,1,3,30,0,0,0
2018,2,1,4,30,0,0,0
2018,2,1,5,30,0,0,0
2018,2,1,6,30,0,0,0
2018,2,1,7,30,8,8,8
2018,2,1,8,30,151,73,360
2018,2,1,9,30,386,73,784
2018,2,1,10,30,455,189,489
2018,2,1,11,30,432,305,198
2018,2,1,12,30,551,303,361
2018,2,1,13,30,627,204,625
2018,2,1,14,30,610,119,807
2018,2,1,15,30,361,196,337
2018,2,1,16,30,238,102,414
2018,2,1,17,30,79,47,233
2018,2,1,18,30,0,0,0
2018,2,1,19,30,0,0,0
2018,2,1,20,30,0,0,0
2018,2,1,21,30,0,0,0
2018,2,1,22,30,0,0,0
2018,2,1,23,30,0,0,0
2018,2,2,0,30,0,0,0
2018,2,2,1,30,0,0,0
2018,2,2,2,30,0,0,0
2018,2,2,3,30,0,0,0
2018,2,2,4,30,0,0,0
2018,2,2,5,30,0,0,0
2018,2,2,6,30,0,0,0
2018,2,2,7,30,14,12,91
2018,2,2,8,30,158,67,411
2018,2,2,9,30,383,83,745
2018,2,2,10,30,562,91,860
2018,2,2,11,30,664,113,852
2018,2,2,12,30,709,130,838
2018,2,2,13,30,638,195,652
2018,2,2,14,30,549,188,590
2018,2,2,15,30,361,194,338
2018,2,2,16,30,213,123,270
2018,2,2,17,30,66,51,105
2018,2,2,18,30,0,0,0
